"date","health_board","lockdown_status","hosp_type","covid_status","count"
2020-09-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-09-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",5
2020-09-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1158
2020-09-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1148
2020-09-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",19
2020-09-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-09-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",12
2020-09-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1129
2020-09-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1169
2020-09-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",17
2020-09-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-09-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",10
2020-09-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1152
2020-09-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1180
2020-09-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",14
2020-09-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-09-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",8
2020-09-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1166
2020-09-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1209
2020-09-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",13
2020-09-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-09-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",6
2020-09-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1196
2020-09-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1158
2020-09-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",12
2020-09-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-09-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",3
2020-09-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",6
2020-09-24,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1146
2020-09-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1177
2020-09-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",12
2020-09-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-09-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",2
2020-09-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",7
2020-09-25,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1165
2020-09-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,1107
2020-09-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",12
2020-09-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-09-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",2
2020-09-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",7
2020-09-26,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,1095
2020-09-27,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1141
2020-09-27,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",12
2020-09-27,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",5
2020-09-27,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",2
2020-09-27,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",5
2020-09-27,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1129
2020-09-28,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1160
2020-09-28,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",14
2020-09-28,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",5
2020-09-28,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",1
2020-09-28,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",8
2020-09-28,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1146
2020-09-29,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1181
2020-09-29,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",19
2020-09-29,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",5
2020-09-29,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",3
2020-09-29,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",11
2020-09-29,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1162
2020-09-30,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1158
2020-09-30,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",16
2020-09-30,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",5
2020-09-30,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",0
2020-09-30,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",11
2020-09-30,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1142
2020-10-01,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1152
2020-10-01,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",18
2020-10-01,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",4
2020-10-01,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",1
2020-10-01,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",13
2020-10-01,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1134
2020-10-02,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1172
2020-10-02,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",19
2020-10-02,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",8
2020-10-02,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",2
2020-10-02,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",9
2020-10-02,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1153
2020-10-03,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1122
2020-10-03,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",19
2020-10-03,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",9
2020-10-03,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",2
2020-10-03,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",8
2020-10-03,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1103
2020-10-04,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1128
2020-10-04,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",16
2020-10-04,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",9
2020-10-04,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",2
2020-10-04,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",5
2020-10-04,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1112
2020-10-05,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1162
2020-10-05,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",30
2020-10-05,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",16
2020-10-05,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",1
2020-10-05,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",13
2020-10-05,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1132
2020-10-06,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1181
2020-10-06,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",34
2020-10-06,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",20
2020-10-06,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",1
2020-10-06,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",13
2020-10-06,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1147
2020-10-07,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1194
2020-10-07,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",37
2020-10-07,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",18
2020-10-07,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",1
2020-10-07,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",18
2020-10-07,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1157
2020-10-08,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1194
2020-10-08,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",43
2020-10-08,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",18
2020-10-08,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",1
2020-10-08,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",24
2020-10-08,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1151
2020-10-09,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1152
2020-10-09,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",34
2020-10-09,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",21
2020-10-09,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",0
2020-10-09,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",13
2020-10-09,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1118
2020-10-10,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1225
2020-10-10,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",37
2020-10-10,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",20
2020-10-10,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",1
2020-10-10,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",16
2020-10-10,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1188
2020-10-11,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1121
2020-10-11,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",47
2020-10-11,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",27
2020-10-11,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",1
2020-10-11,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",19
2020-10-11,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1074
2020-10-12,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1144
2020-10-12,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",51
2020-10-12,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",28
2020-10-12,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",2
2020-10-12,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",21
2020-10-12,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1093
2020-10-13,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1153
2020-10-13,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",67
2020-10-13,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",37
2020-10-13,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",2
2020-10-13,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",28
2020-10-13,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1086
2020-10-14,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","All",NA,1144
2020-10-14,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19","All",79
2020-10-14,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Con","Confirmed",46
2020-10-14,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Rec","Recovering",2
2020-10-14,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","C19_Sus","Suspected",31
2020-10-14,"Abertawe Bro Morgannwg University Health Board","Local lockdowns","NonC19",NA,1065
